Country,Year,Age,PopMale,PopFemale,PopTotal,RelMasc
Portugal,1955,80,6142,11588,17730,53.0031
Portugal,1955,81,4921,9983,14904,49.2938
Portugal,1955,82,4088,8442,12530,48.4245
Portugal,1955,83,3403,7159,10562,47.5346
Portugal,1955,84,2762,6137,8899,45.0057
Portugal,1955,85,2167,5001,7168,43.3313
Portugal,1955,86,1665,4034,5699,41.2742
Portugal,1955,87,1283,3274,4557,39.1875
Portugal,1955,88,945,2570,3515,36.7704
Portugal,1955,89,690,2025,2715,34.0741
Portugal,1955,90,493,1575,2068,31.3016
Portugal,1955,91,350,1209,1559,28.9495
Portugal,1955,92,265,947,1212,27.9831
Portugal,1955,93,204,752,956,27.1277
Portugal,1955,94,145,577,722,25.13
Portugal,1955,95,87,421,508,20.6651
Portugal,1955,96,62,285,347,21.7544
Portugal,1955,97,42,190,232,22.1053
Portugal,1955,98,24,118,142,20.339
Portugal,1955,99,12,77,89,15.5844
Portugal,1955,100,15,136,151,11.0294
Portugal,1956,0,99969,95228,195197,104.9786
Portugal,1956,1,90614,86169,176783,105.1585
Portugal,1956,2,89934,86145,176079,104.3984
Portugal,1956,3,92569,87942,180511,105.2614
Portugal,1956,4,90018,85489,175507,105.2978
Portugal,1956,5,84572,81386,165958,103.9147
Portugal,1956,6,86867,82948,169815,104.7246
Portugal,1956,7,90233,87513,177746,103.1081
Portugal,1956,8,84848,83368,168216,101.7753
Portugal,1956,9,85994,84413,170407,101.8729
Portugal,1956,10,84300,83338,167638,101.1543
Portugal,1956,11,81315,81326,162641,99.9865
Portugal,1956,12,79455,79616,159071,99.7978
Portugal,1956,13,73473,73684,147157,99.7136
Portugal,1956,14,67979,68981,136960,98.5474
Portugal,1956,15,72795,74652,147447,97.5125
Portugal,1956,16,71106,74364,145470,95.6188
Portugal,1956,17,76701,78184,154885,98.1032
Portugal,1956,18,73597,75763,149360,97.1411
Portugal,1956,19,76599,77558,154157,98.7635
Portugal,1956,20,73895,76591,150486,96.48
Portugal,1956,21,72349,75202,147551,96.2062
Portugal,1956,22,73271,75946,149217,96.4778
Portugal,1956,23,75953,78910,154863,96.2527
Portugal,1956,24,68713,70823,139536,97.0207
Portugal,1956,25,69884,75747,145631,92.2598
Portugal,1956,26,68698,67422,136120,101.8926
Portugal,1956,27,69421,72523,141944,95.7227
Portugal,1956,28,66706,70035,136741,95.2467
Portugal,1956,29,67283,70399,137682,95.5738
Portugal,1956,30,66223,70416,136639,94.0454
Portugal,1956,31,64283,68413,132696,93.9631
Portugal,1956,32,61489,64977,126466,94.6319
Portugal,1956,33,61784,64936,126720,95.146
Portugal,1956,34,55988,57919,113907,96.666
Portugal,1956,35,62695,67123,129818,93.4032
Portugal,1956,36,43697,44918,88615,97.2817
Portugal,1956,37,47876,51365,99241,93.2074
Portugal,1956,38,48751,52511,101262,92.8396
Portugal,1956,39,48780,52947,101727,92.1299
Portugal,1956,40,52079,55803,107882,93.3265
Portugal,1956,41,51422,55701,107123,92.3179
Portugal,1956,42,51122,55274,106396,92.4883
Portugal,1956,43,53983,59828,113811,90.2303
Portugal,1956,44,50141,53918,104059,92.9949
Portugal,1956,45,56856,64511,121367,88.1338
Portugal,1956,46,43732,46702,90434,93.6405
Portugal,1956,47,48753,54262,103015,89.8474
Portugal,1956,48,44620,51092,95712,87.3327
Portugal,1956,49,43170,50893,94063,84.825
Portugal,1956,50,43801,51350,95151,85.2989
Portugal,1956,51,40299,48428,88727,83.2143
Portugal,1956,52,39163,47009,86172,83.3096
Portugal,1956,53,39763,48902,88665,81.3116
Portugal,1956,54,36265,42295,78560,85.743
Portugal,1956,55,42844,55282,98126,77.5008
Portugal,1956,56,29083,33923,63006,85.7324
Portugal,1956,57,32272,39982,72254,80.7163
Portugal,1956,58,29685,37299,66984,79.5866
Portugal,1956,59,28709,36702,65411,78.2219
Portugal,1956,60,28950,37651,66601,76.8904
Portugal,1956,61,27692,36142,63834,76.62
Portugal,1956,62,25924,33491,59415,77.4059
Portugal,1956,63,26489,35578,62067,74.4533
Portugal,1956,64,22311,28682,50993,77.7875
Portugal,1956,65,27347,40031,67378,68.3146
Portugal,1956,66,19115,24457,43572,78.1576
Portugal,1956,67,22358,30227,52585,73.967
Portugal,1956,68,19923,27528,47451,72.3736
Portugal,1956,69,18487,26492,44979,69.7833
Portugal,1956,70,17963,27441,45404,65.4604
Portugal,1956,71,16626,24625,41251,67.5168
Portugal,1956,72,14658,21639,36297,67.7388
Portugal,1956,73,14166,22320,36486,63.4677
Portugal,1956,74,11119,16160,27279,68.8057
Portugal,1956,75,14005,23482,37487,59.6414
Portugal,1956,76,7991,12008,19999,66.5473
Portugal,1956,77,9051,14797,23848,61.1678
Portugal,1956,78,7881,12445,20326,63.3266
Portugal,1956,79,6774,11724,18498,57.7789
Portugal,1956,80,6413,11882,18295,53.9724
Portugal,1956,81,5344,10408,15752,51.3451
Portugal,1956,82,4223,8910,13133,47.3962
Portugal,1956,83,3443,7391,10834,46.5837
Portugal,1956,84,2807,6211,9018,45.194
Portugal,1956,85,2215,5181,7396,42.7524
Portugal,1956,86,1713,4146,5859,41.3169
Portugal,1956,87,1299,3325,4624,39.0677
Portugal,1956,88,972,2643,3615,36.7764
Portugal,1956,89,704,2055,2759,34.2579
Portugal,1956,90,512,1575,2087,32.5079
Portugal,1956,91,356,1197,1553,29.741
Portugal,1956,92,255,937,1192,27.2145
Portugal,1956,93,189,714,903,26.4706
Portugal,1956,94,138,564,702,24.4681
Portugal,1956,95,95,418,513,22.7273
Portugal,1956,96,58,296,354,19.5946
Portugal,1956,97,44,192,236,22.9167
Portugal,1956,98,29,111,140,26.1261
Portugal,1956,99,16,65,81,24.6154
Portugal,1956,100,16,123,139,13.0081
Portugal,1957,0,96855,92820,189675,104.3471
Portugal,1957,1,94725,90711,185436,104.425
Portugal,1957,2,88877,84780,173657,104.8325
Portugal,1957,3,88685,85163,173848,104.1356
Portugal,1957,4,91596,87175,178771,105.0714
Portugal,1957,5,89163,84802,173965,105.1426
Portugal,1957,6,84860,81827,166687,103.7066
Portugal,1957,7,86561,82731,169292,104.6295
Portugal,1957,8,90124,87524,177648,102.9706
Portugal,1957,9,84080,82937,167017,101.3782
Portugal,1957,10,84974,83700,168674,101.5221
Portugal,1957,11,83870,83387,167257,100.5792
Portugal,1957,12,80567,81054,161621,99.3992
Portugal,1957,13,78469,79139,157608,99.1534
Portugal,1957,14,72769,73694,146463,98.7448
Portugal,1957,15,66925,68609,135534,97.5455
Portugal,1957,16,71828,74511,146339,96.3992
Portugal,1957,17,69651,74132,143783,93.9554
Portugal,1957,18,75096,77416,152512,97.0032
Portugal,1957,19,72359,75179,147538,96.249
Portugal,1957,20,74973,76784,151757,97.6414
Portugal,1957,21,72562,75916,148478,95.582
Portugal,1957,22,70693,74040,144733,95.4795
Portugal,1957,23,71525,74795,146320,95.6281
Portugal,1957,24,74055,77425,151480,95.6474
Portugal,1957,25,67370,69587,136957,96.8141
Portugal,1957,26,69129,75018,144147,92.1499
Portugal,1957,27,66764,66519,133283,100.3683
Portugal,1957,28,67688,71345,139033,94.8742
Portugal,1957,29,65175,69040,134215,94.4018
Portugal,1957,30,65808,69323,135131,94.9295
Portugal,1957,31,65142,69541,134683,93.6742
Portugal,1957,32,63186,67528,130714,93.5701
Portugal,1957,33,60289,63933,124222,94.3003
Portugal,1957,34,60750,64121,124871,94.7428
Portugal,1957,35,55363,57515,112878,96.2584
Portugal,1957,36,62050,66687,128737,93.0466
Portugal,1957,37,43399,44655,88054,97.1873
Portugal,1957,38,47443,51020,98463,92.989
Portugal,1957,39,48147,52065,100212,92.4748
Portugal,1957,40,48353,52594,100947,91.9363
Portugal,1957,41,51659,55453,107112,93.1582
Portugal,1957,42,50728,54990,105718,92.2495
Portugal,1957,43,50532,54723,105255,92.3414
Portugal,1957,44,53179,59188,112367,89.8476
Portugal,1957,45,49573,53443,103016,92.7586
Portugal,1957,46,56176,64076,120252,87.6709
Portugal,1957,47,43599,46628,90227,93.5039
Portugal,1957,48,47932,53528,101460,89.5457
Portugal,1957,49,44208,50708,94916,87.1815
Portugal,1957,50,42672,50469,93141,84.5509
Portugal,1957,51,43122,50903,94025,84.7141
Portugal,1957,52,39928,48135,88063,82.95
Portugal,1957,53,38720,46573,85293,83.1383
Portugal,1957,54,38938,48025,86963,81.0786
Portugal,1957,55,35661,41698,77359,85.5221
Portugal,1957,56,41974,54731,96705,76.6915
Portugal,1957,57,28546,33394,61940,85.4824
Portugal,1957,58,31485,39166,70651,80.3886
Portugal,1957,59,29110,36769,65879,79.17
Portugal,1957,60,28123,36217,64340,77.6514
Portugal,1957,61,28168,36991,65159,76.1483
Portugal,1957,62,26904,35373,62277,76.058
Portugal,1957,63,25287,32892,58179,76.8789
Portugal,1957,64,25592,34680,60272,73.7947
Portugal,1957,65,21532,27956,49488,77.021
Portugal,1957,66,26057,38592,64649,67.5192
Portugal,1957,67,18534,23919,42453,77.4865
Portugal,1957,68,21536,29354,50890,73.3665
Portugal,1957,69,18903,26487,45390,71.3671
Portugal,1957,70,17470,25296,42766,69.0623
Portugal,1957,71,16923,26160,43083,64.6904
Portugal,1957,72,15450,23248,38698,66.4573
Portugal,1957,73,13619,20459,34078,66.5673
Portugal,1957,74,13032,20953,33985,62.1963
Portugal,1957,75,10145,15039,25184,67.4579
Portugal,1957,76,12636,21646,34282,58.3757
Portugal,1957,77,7157,11057,18214,64.7282
Portugal,1957,78,7886,13389,21275,58.8991
Portugal,1957,79,6869,11241,18110,61.1067
Portugal,1957,80,6315,11810,18125,53.4716
Portugal,1957,81,5440,10385,15825,52.3832
Portugal,1957,82,4480,9076,13556,49.361
Portugal,1957,83,3404,7636,11040,44.5783
Portugal,1957,84,2713,6248,8961,43.4219
Portugal,1957,85,2153,5102,7255,42.1991
Portugal,1957,86,1667,4195,5862,39.7378
Portugal,1957,87,1279,3313,4592,38.6055
Portugal,1957,88,955,2567,3522,37.203
Portugal,1957,89,696,1995,2691,34.8872
Portugal,1957,90,481,1510,1991,31.8543
Portugal,1957,91,345,1132,1477,30.477
Portugal,1957,92,244,863,1107,28.2735
Portugal,1957,93,161,650,811,24.7692
Portugal,1957,94,114,492,606,23.1707
Portugal,1957,95,87,364,451,23.9011
Portugal,1957,96,59,253,312,23.3202
Portugal,1957,97,32,176,208,18.1818
Portugal,1957,98,24,99,123,24.2424
Portugal,1957,99,14,52,66,26.9231
Portugal,1957,100,13,98,111,13.2653
Portugal,1958,0,100983,96042,197025,105.1446
Portugal,1958,1,92165,88716,180881,103.8877
Portugal,1958,2,92143,88256,180399,104.4042
Portugal,1958,3,87778,83929,171707,104.586
Portugal,1958,4,87685,84400,172085,103.8922
Portugal,1958,5,90707,86511,177218,104.8503
Portugal,1958,6,88365,84179,172544,104.9727
Portugal,1958,7,85172,82307,167479,103.4809
Portugal,1958,8,86268,82540,168808,104.5166
Portugal,1958,9,90047,87541,177588,102.8627
Portugal,1958,10,83337,82505,165842,101.0084
Portugal,1958,11,83953,82983,166936,101.1689
Portugal,1958,12,83438,83432,166870,100.0072
Portugal,1958,13,79819,80774,160593,98.8177
Portugal,1958,14,77475,78660,156135,98.4935
Portugal,1958,15,72059,73701,145760,97.7721
Portugal,1958,16,65857,68230,134087,96.5221
Portugal,1958,17,70841,74368,145209,95.2574
Portugal,1958,18,68175,73889,142064,92.2668
Portugal,1958,19,73481,76631,150112,95.8894
Portugal,1958,20,71112,74591,145703,95.3359
Portugal,1958,21,73334,76011,149345,96.4781
Portugal,1958,22,71215,75239,146454,94.6517
Portugal,1958,23,69037,72881,141918,94.7256
Portugal,1958,24,69767,73633,143400,94.7496
Portugal,1958,25,72124,75917,148041,95.0038
Portugal,1958,26,65992,68340,134332,96.5642
Portugal,1958,27,68359,74287,142646,92.0201
Portugal,1958,28,64825,65604,130429,98.8126
Portugal,1958,29,65952,70156,136108,94.0076
Portugal,1958,30,63667,68048,131715,93.5619
Portugal,1958,31,64356,68267,132623,94.271
Portugal,1958,32,64074,68680,132754,93.2935
Portugal,1958,33,62100,66631,128731,93.1999
Portugal,1958,34,59109,62873,121982,94.0133
Portugal,1958,35,59721,63308,123029,94.334
Portugal,1958,36,54733,57129,111862,95.806
Portugal,1958,37,61410,66251,127661,92.6929
Portugal,1958,38,43096,44389,87485,97.0871
Portugal,1958,39,47013,50688,97701,92.7498
Portugal,1958,40,47541,51613,99154,92.1105
Portugal,1958,41,47933,52246,100179,91.7448
Portugal,1958,42,51256,55118,106374,92.9932
Portugal,1958,43,50049,54278,104327,92.2086
Portugal,1958,44,49962,54160,104122,92.2489
Portugal,1958,45,52364,58520,110884,89.4805
Portugal,1958,46,49004,52956,101960,92.5372
Portugal,1958,47,55492,63636,119128,87.2022
Portugal,1958,48,43451,46550,90001,93.3426
Portugal,1958,49,47126,52794,99920,89.2639
Portugal,1958,50,43787,50324,94111,87.0102
Portugal,1958,51,42172,50064,92236,84.2362
Portugal,1958,52,42420,50469,92889,84.0516
Portugal,1958,53,39511,47861,87372,82.5536
Portugal,1958,54,38286,46180,84466,82.906
Portugal,1958,55,38108,47161,85269,80.8041
Portugal,1958,56,35046,41079,76125,85.3137
Portugal,1958,57,41101,54175,95276,75.8671
Portugal,1958,58,28025,32883,60908,85.2264
Portugal,1958,59,30737,38399,69136,80.0464
Portugal,1958,60,28506,36252,64758,78.6329
Portugal,1958,61,27536,35754,63290,77.0152
Portugal,1958,62,27437,36375,63812,75.4282
Portugal,1958,63,26113,34600,60713,75.4711
Portugal,1958,64,24665,32314,56979,76.3291
Portugal,1958,65,24732,33791,58523,73.1911
Portugal,1958,66,20792,27196,47988,76.4524
Portugal,1958,67,24810,37117,61927,66.8427
Portugal,1958,68,17939,23335,41274,76.8759
Portugal,1958,69,20712,28483,49195,72.7171
Portugal,1958,70,17887,25402,43289,70.4157
Portugal,1958,71,16490,24127,40617,68.3467
Portugal,1958,72,15927,24963,40890,63.8024
Portugal,1958,73,14281,21824,36105,65.4371
Portugal,1958,74,12679,19293,31972,65.7181
Portugal,1958,75,12011,19596,31607,61.2931
Portugal,1958,76,9305,14038,23343,66.2844
Portugal,1958,77,11365,20003,31368,56.8165
Portugal,1958,78,6430,10195,16625,63.0701
Portugal,1958,79,6959,12114,19073,57.4459
Portugal,1958,80,6435,12064,18499,53.3405
Portugal,1958,81,5457,10591,16048,51.5249
Portugal,1958,82,4632,9268,13900,49.9784
Portugal,1958,83,3746,7943,11689,47.161
Portugal,1958,84,2823,6588,9411,42.8506
Portugal,1958,85,2185,5270,7455,41.4611
Portugal,1958,86,1700,4231,5931,40.1796
Portugal,1958,87,1302,3432,4734,37.9371
Portugal,1958,88,959,2652,3611,36.1614
Portugal,1958,89,704,2022,2726,34.817
Portugal,1958,90,511,1542,2053,33.1388
Portugal,1958,91,345,1153,1498,29.9219
Portugal,1958,92,242,865,1107,27.9769
Portugal,1958,93,167,633,800,26.3823
Portugal,1958,94,107,471,578,22.7176
Portugal,1958,95,73,343,416,21.2828
Portugal,1958,96,58,245,303,23.6735
Portugal,1958,97,42,162,204,25.9259
Portugal,1958,98,19,100,119,19
Portugal,1958,99,11,55,66,20
Portugal,1958,100,15,84,99,17.8571
Portugal,1959,0,101423,96987,198410,104.5738
Portugal,1959,1,95811,91573,187384,104.628
Portugal,1959,2,90584,87095,177679,104.006
Portugal,1959,3,90543,86746,177289,104.3771
Portugal,1959,4,87098,83483,170581,104.3302
Portugal,1959,5,86888,83795,170683,103.6912
Portugal,1959,6,89910,85932,175842,104.6292
Portugal,1959,7,87619,83604,171223,104.8024
Portugal,1959,8,85544,82822,168366,103.2866
Portugal,1959,9,86020,82384,168404,104.4135
Portugal,1959,10,89982,87587,177569,102.7344
Portugal,1959,11,82591,82089,164680,100.6115
Portugal,1959,12,82951,82283,165234,100.8118
Portugal,1959,13,83021,83483,166504,99.4466
Portugal,1959,14,79064,80504,159568,98.2113
Portugal,1959,15,76477,78194,154671,97.8042
Portugal,1959,16,71348,73721,145069,96.7811
Portugal,1959,17,64797,67867,132664,95.4764
Portugal,1959,18,69865,74232,144097,94.1171
Portugal,1959,19,66711,73656,140367,90.571
Portugal,1959,20,71857,75868,147725,94.7132
Portugal,1959,21,69872,74025,143897,94.3897
Portugal,1959,22,71715,75256,146971,95.2947
Portugal,1959,23,69884,74572,144456,93.7135
Portugal,1959,24,67408,71737,139145,93.9655
Portugal,1959,25,68045,72492,140537,93.8655
Portugal,1959,26,70238,74434,144672,94.3628
Portugal,1959,27,64665,67106,131771,96.3625
Portugal,1959,28,67628,73551,141179,91.9471
Portugal,1959,29,62929,64699,127628,97.2643
Portugal,1959,30,64259,68973,133232,93.1654
Portugal,1959,31,62166,67050,129216,92.7159
Portugal,1959,32,62904,67202,130106,93.6044
Portugal,1959,33,63008,67827,130835,92.8952
Portugal,1959,34,61020,65766,126786,92.7835
Portugal,1959,35,57928,61851,119779,93.6573
Portugal,1959,36,58693,62524,121217,93.8728
Portugal,1959,37,54125,56755,110880,95.366
Portugal,1959,38,60804,65828,126632,92.368
Portugal,1959,39,42805,44120,86925,97.0195
Portugal,1959,40,46575,50347,96922,92.508
Portugal,1959,41,46951,51178,98129,91.7406
Portugal,1959,42,47519,51913,99432,91.5358
Portugal,1959,43,50844,54798,105642,92.7844
Portugal,1959,44,49360,53602,102962,92.0861
Portugal,1959,45,49384,53633,103017,92.0776
Portugal,1959,46,51581,57892,109473,89.0987
Portugal,1959,47,48447,52495,100942,92.2888
Portugal,1959,48,54812,63210,118022,86.7141
Portugal,1959,49,43316,46506,89822,93.1407
Portugal,1959,50,46335,52086,98421,88.9586
Portugal,1959,51,43424,49953,93377,86.9297
Portugal,1959,52,41720,49664,91384,84.0045
Portugal,1959,53,41753,50047,91800,83.4276
Portugal,1959,54,39140,47615,86755,82.201
Portugal,1959,55,37898,45797,83695,82.7521
Portugal,1959,56,37353,46292,83645,80.69
Portugal,1959,57,34514,40483,74997,85.2555
Portugal,1959,58,40268,53659,93927,75.0443
Portugal,1959,59,27489,32388,59877,84.874
Portugal,1959,60,29991,37601,67592,79.7612
Portugal,1959,61,27968,35744,63712,78.2453
Portugal,1959,62,26970,35298,62268,76.4066
Portugal,1959,63,26667,35719,62386,74.6577
Portugal,1959,64,25352,33801,59153,75.0037
Portugal,1959,65,24097,31735,55832,75.9319
Portugal,1959,66,23884,32926,56810,72.5384
Portugal,1959,67,20063,26467,46530,75.8038
Portugal,1959,68,23591,35707,59298,66.0683
Portugal,1959,69,17412,22856,40268,76.1813
Portugal,1959,70,19940,27663,47603,72.0818
Portugal,1959,71,16948,24409,41357,69.4334
Portugal,1959,72,15589,23062,38651,67.596
Portugal,1959,73,14980,23808,38788,62.92
Portugal,1959,74,13219,20516,33735,64.4326
Portugal,1959,75,11842,18193,30035,65.091
Portugal,1959,76,11120,18312,29432,60.7252
Portugal,1959,77,8588,13157,21745,65.2732
Portugal,1959,78,10177,18399,28576,55.3128
Portugal,1959,79,5821,9442,15263,61.6501
Portugal,1959,80,6571,12306,18877,53.3967
Portugal,1959,81,5687,10915,16602,52.1026
Portugal,1959,82,4763,9564,14327,49.8013
Portugal,1959,83,3954,8217,12171,48.1198
Portugal,1959,84,3144,6968,10112,45.1206
Portugal,1959,85,2316,5676,7992,40.8034
Portugal,1959,86,1762,4466,6228,39.4536
Portugal,1959,87,1359,3537,4896,38.4224
Portugal,1959,88,1029,2823,3852,36.4506
Portugal,1959,89,739,2132,2871,34.6623
Portugal,1959,90,530,1588,2118,33.3753
Portugal,1959,91,376,1196,1572,31.4381
Portugal,1959,92,255,893,1148,28.5554
Portugal,1959,93,167,654,821,25.5352
Portugal,1959,94,108,468,576,23.0769
Portugal,1959,95,73,339,412,21.5339
Portugal,1959,96,52,238,290,21.8487
Portugal,1959,97,36,157,193,22.9299
Portugal,1959,98,22,96,118,22.9167
Portugal,1959,99,8,64,72,12.5
Portugal,1959,100,12,86,98,13.9535
Portugal,1960,0,99641,94438,194079,105.5094
Portugal,1960,1,95821,92003,187824,104.1499
Portugal,1960,2,93324,89151,182475,104.6808
Portugal,1960,3,89599,86011,175610,104.1716
Portugal,1960,4,89148,85424,174572,104.3594
Portugal,1960,5,86508,83141,169649,104.0497
Portugal,1960,6,86136,83246,169382,103.4716
Portugal,1960,7,89136,85378,174514,104.4016
Portugal,1960,8,86874,83050,169924,104.6045
Portugal,1960,9,85911,83349,169260,103.0738
Portugal,1960,10,85772,82234,168006,104.3024
Portugal,1960,11,89917,87637,177554,102.6016
Portugal,1960,12,81851,81681,163532,100.2081
Portugal,1960,13,81943,81582,163525,100.4425
Portugal,1960,14,82591,83530,166121,98.8759
Portugal,1960,15,78305,80230,158535,97.6006
Portugal,1960,16,75482,77726,153208,97.1129
Portugal,1960,17,70635,73739,144374,95.7906
Portugal,1960,18,63720,67502,131222,94.3972
Portugal,1960,19,68871,74094,142965,92.9508
Portugal,1960,20,65231,73422,138653,88.8439
Portugal,1960,21,70238,75111,145349,93.5123
Portugal,1960,22,68628,73459,142087,93.4235
Portugal,1960,23,70070,74496,144566,94.0587
Portugal,1960,24,68536,73901,142437,92.7403
Portugal,1960,25,65760,70587,136347,93.1616
